2025-08-21 11:48:52,653 - INFO - 🛡️  === ULTRA-STABLE SHIPPING FEE CALCULATOR v3.0 ===
2025-08-21 11:48:52,653 - INFO - Mode: TEST
2025-08-21 11:48:52,653 - INFO - Ultra-conservative settings:
2025-08-21 11:48:52,653 - INFO -   - Batch size: 100
2025-08-21 11:48:52,653 - INFO -   - Chunk size: 1000
2025-08-21 11:48:52,653 - INFO -   - Connection check: every 100 records
2025-08-21 11:48:53,137 - INFO - ✅ Initial database connection successful
2025-08-21 11:48:56,228 - INFO - ✅ Backup created: *_backup_20250821_114853
2025-08-21 11:48:56,228 - INFO - 🔄 Starting ultra-stable processing...
2025-08-21 11:48:57,152 - INFO - Item 35: 5,400.00 VNĐ
2025-08-21 11:48:57,152 - INFO - Item 35: 3,000.00 VNĐ
2025-08-21 11:48:57,152 - INFO - Item 36: 3,000.00 VNĐ
2025-08-21 11:48:57,152 - INFO - Item 36: 3,000.00 VNĐ
2025-08-21 11:48:57,152 - INFO - Item 36: 5,400.00 VNĐ
2025-08-21 11:48:57,152 - INFO - Item 37: 3,000.00 VNĐ
2025-08-21 11:48:57,152 - INFO - Item 37: 3,900.00 VNĐ
2025-08-21 11:48:57,152 - INFO - Item 37: 3,000.00 VNĐ
2025-08-21 11:48:57,152 - INFO - Item 38: 3,900.00 VNĐ
2025-08-21 11:48:57,152 - INFO - Item 38: 3,000.00 VNĐ
2025-08-21 11:48:57,152 - INFO - Item 38: 3,000.00 VNĐ
2025-08-21 11:48:57,153 - INFO - Item 39: 3,900.00 VNĐ
2025-08-21 11:48:57,153 - INFO - Item 39: 3,000.00 VNĐ
2025-08-21 11:48:57,153 - INFO - Item 39: 3,000.00 VNĐ
2025-08-21 11:48:57,153 - INFO - Item 40: 3,900.00 VNĐ
2025-08-21 11:48:57,153 - INFO - Item 41: 3,900.00 VNĐ
2025-08-21 11:48:57,153 - INFO - Item 42: 3,900.00 VNĐ
2025-08-21 11:48:57,153 - INFO - Item 42: 3,000.00 VNĐ
2025-08-21 11:48:57,153 - INFO - Item 43: 3,000.00 VNĐ
2025-08-21 11:48:57,153 - INFO - Item 44: 3,000.00 VNĐ
2025-08-21 11:48:57,153 - INFO - Item 45: 3,000.00 VNĐ
2025-08-21 11:48:57,153 - INFO - Item 45: 3,000.00 VNĐ
2025-08-21 11:48:57,154 - INFO - Item 45: 3,000.00 VNĐ
2025-08-21 11:48:57,154 - INFO - Item 46: 3,000.00 VNĐ
2025-08-21 11:48:57,154 - INFO - Item 47: 3,000.00 VNĐ
2025-08-21 11:48:57,154 - INFO - Item 47: 3,000.00 VNĐ
2025-08-21 11:48:57,154 - INFO - Item 48: 3,000.00 VNĐ
2025-08-21 11:48:57,154 - INFO - Item 49: 3,000.00 VNĐ
2025-08-21 11:48:57,154 - INFO - Item 50: 3,000.00 VNĐ
2025-08-21 11:48:57,154 - INFO - Item 50: 3,000.00 VNĐ
2025-08-21 11:48:57,154 - INFO - Item 50: 5,400.00 VNĐ
2025-08-21 11:48:57,154 - INFO - Item 51: 2,400.00 VNĐ
2025-08-21 11:48:57,154 - INFO - Item 51: 3,000.00 VNĐ
2025-08-21 11:48:57,154 - INFO - Item 52: 3,000.00 VNĐ
2025-08-21 11:48:57,154 - INFO - Item 53: 48,000.00 VNĐ
2025-08-21 11:48:57,154 - INFO - Item 53: 60,000.00 VNĐ
2025-08-21 11:48:57,155 - INFO - Item 53: 60,000.00 VNĐ
2025-08-21 11:48:57,155 - INFO - Item 54: 21,600.00 VNĐ
2025-08-21 11:48:57,155 - INFO - Item 54: 21,600.00 VNĐ
2025-08-21 11:48:57,155 - INFO - Item 54: 9,600.00 VNĐ
2025-08-21 11:48:57,155 - INFO - Item 55: 6,000.00 VNĐ
2025-08-21 11:48:57,155 - INFO - Item 55: 4,800.00 VNĐ
2025-08-21 11:48:57,155 - INFO - Item 55: 10,800.00 VNĐ
2025-08-21 11:48:57,155 - INFO - Item 56: 9,600.00 VNĐ
2025-08-21 11:48:57,155 - INFO - Item 57: 4,800.00 VNĐ
2025-08-21 11:48:57,155 - INFO - Item 57: 10,800.00 VNĐ
2025-08-21 11:48:58,915 - INFO - Item 58: 4,800.00 VNĐ
2025-08-21 11:48:58,915 - INFO - Item 59: 4,800.00 VNĐ
2025-08-21 11:48:58,916 - INFO - Item 59: 6,000.00 VNĐ
2025-08-21 11:48:58,916 - INFO - Item 59: 6,000.00 VNĐ
2025-08-21 11:48:58,917 - INFO - Item 60: 7,200.00 VNĐ
2025-08-21 11:48:58,917 - INFO - Item 61: 7,200.00 VNĐ
2025-08-21 11:48:58,917 - INFO - Item 62: 48,000.00 VNĐ
2025-08-21 11:48:58,917 - INFO - Item 62: 60,000.00 VNĐ
2025-08-21 11:48:58,917 - INFO - Item 62: 108,000.00 VNĐ
2025-08-21 11:48:58,917 - INFO - Item 63: 48,000.00 VNĐ
2025-08-21 11:48:58,917 - INFO - Item 63: 108,000.00 VNĐ
2025-08-21 11:48:58,917 - INFO - Item 63: 108,000.00 VNĐ
2025-08-21 11:48:58,917 - INFO - Item 64: 12,000.00 VNĐ
2025-08-21 11:48:58,917 - INFO - Item 64: 15,000.00 VNĐ
2025-08-21 11:48:58,918 - INFO - Item 64: 15,000.00 VNĐ
2025-08-21 11:48:58,918 - INFO - Item 65: 9,600.00 VNĐ
2025-08-21 11:48:58,918 - INFO - Item 66: 2,400.00 VNĐ
2025-08-21 11:48:58,918 - INFO - Item 66: 3,000.00 VNĐ
2025-08-21 11:48:58,918 - INFO - Item 66: 3,000.00 VNĐ
2025-08-21 11:48:58,918 - INFO - Item 67: 7,500.00 VNĐ
2025-08-21 11:48:58,918 - INFO - Item 67: 7,500.00 VNĐ
2025-08-21 11:48:58,918 - INFO - Item 67: 6,000.00 VNĐ
2025-08-21 11:48:58,918 - INFO - Item 68: 15,000.00 VNĐ
2025-08-21 11:48:58,919 - INFO - Item 68: 12,000.00 VNĐ
2025-08-21 11:48:58,919 - INFO - Item 68: 15,000.00 VNĐ
2025-08-21 11:48:58,919 - INFO - Item 69: 12,000.00 VNĐ
2025-08-21 11:48:58,919 - INFO - Item 70: 12,000.00 VNĐ
2025-08-21 11:48:58,919 - INFO - Item 71: 48,000.00 VNĐ
2025-08-21 11:48:58,919 - INFO - Item 72: 60,000.00 VNĐ
2025-08-21 11:48:58,920 - INFO - Item 72: 48,000.00 VNĐ
2025-08-21 11:48:58,920 - INFO - Item 72: 60,000.00 VNĐ
2025-08-21 11:48:58,920 - INFO - Item 73: 48,000.00 VNĐ
2025-08-21 11:48:58,920 - INFO - Item 73: 60,000.00 VNĐ
2025-08-21 11:48:58,920 - INFO - Item 74: 48,000.00 VNĐ
2025-08-21 11:48:58,920 - INFO - Item 74: 60,000.00 VNĐ
2025-08-21 11:48:58,920 - INFO - Item 74: 60,000.00 VNĐ
2025-08-21 11:48:58,920 - INFO - Item 75: 4,800.00 VNĐ
2025-08-21 11:48:58,920 - INFO - Item 76: 9,600.00 VNĐ
2025-08-21 11:48:58,920 - INFO - Item 76: 21,600.00 VNĐ
2025-08-21 11:48:58,920 - INFO - Item 77: 4,800.00 VNĐ
2025-08-21 11:48:58,920 - INFO - Item 78: 2,400.00 VNĐ
2025-08-21 11:48:58,920 - INFO - Item 79: 12,000.00 VNĐ
2025-08-21 11:48:58,921 - INFO - Item 79: 15,000.00 VNĐ
2025-08-21 11:48:58,921 - INFO - Item 79: 15,000.00 VNĐ
2025-08-21 11:48:58,921 - INFO - Item 80: 60,000.00 VNĐ
2025-08-21 11:48:58,921 - INFO - Item 80: 48,000.00 VNĐ
2025-08-21 11:48:58,921 - INFO - Item 81: 48,000.00 VNĐ
2025-08-21 11:48:58,921 - INFO - Item 81: 60,000.00 VNĐ
2025-08-21 11:48:58,921 - INFO - Item 81: 108,000.00 VNĐ
2025-08-21 11:48:58,921 - INFO - Item 82: 108,000.00 VNĐ
2025-08-21 11:48:58,921 - INFO - Item 82: 60,000.00 VNĐ
2025-08-21 11:48:58,922 - INFO - Item 82: 48,000.00 VNĐ
2025-08-21 11:48:58,922 - INFO - Item 83: 48,000.00 VNĐ
2025-08-21 11:48:58,922 - INFO - Item 84: 48,000.00 VNĐ
2025-08-21 11:48:58,922 - INFO - Item 85: 48,000.00 VNĐ
2025-08-21 11:48:58,922 - INFO - Item 85: 60,000.00 VNĐ
2025-08-21 11:48:58,922 - INFO - Item 86: 48,000.00 VNĐ
2025-08-21 11:48:58,922 - INFO - Item 87: 4,800.00 VNĐ
2025-08-21 11:48:58,922 - INFO - Item 88: 12,000.00 VNĐ
2025-08-21 11:48:58,922 - INFO - Item 88: 9,600.00 VNĐ
2025-08-21 11:48:58,922 - INFO - Item 88: 21,600.00 VNĐ
2025-08-21 11:48:58,922 - INFO - Item 89: 4,800.00 VNĐ
2025-08-21 11:48:58,923 - INFO - Item 90: 6,000.00 VNĐ
2025-08-21 11:48:58,923 - INFO - Item 90: 10,800.00 VNĐ
2025-08-21 11:48:58,923 - INFO - Item 90: 4,800.00 VNĐ
2025-08-21 11:48:58,923 - INFO - Item 91: 4,800.00 VNĐ
2025-08-21 11:48:58,923 - INFO - Item 92: 4,800.00 VNĐ
2025-08-21 11:48:58,923 - INFO - Item 93: 6,000.00 VNĐ
2025-08-21 11:48:58,923 - INFO - Item 93: 4,800.00 VNĐ
2025-08-21 11:48:58,923 - INFO - Item 93: 6,000.00 VNĐ
2025-08-21 11:48:58,923 - INFO - Item 94: 6,000.00 VNĐ
2025-08-21 11:48:58,923 - INFO - Item 94: 4,800.00 VNĐ
2025-08-21 11:48:58,923 - INFO - Item 94: 6,000.00 VNĐ
2025-08-21 11:48:58,923 - INFO - Item 95: 6,000.00 VNĐ
2025-08-21 11:48:58,923 - INFO - Item 95: 10,800.00 VNĐ
2025-08-21 11:48:58,924 - INFO - Item 95: 4,800.00 VNĐ
2025-08-21 11:48:58,924 - INFO - Item 96: 9,600.00 VNĐ
2025-08-21 11:48:58,924 - INFO - Item 97: 6,000.00 VNĐ
2025-08-21 11:48:58,924 - INFO - Item 98: 12,000.00 VNĐ
2025-08-21 11:48:58,924 - INFO - Item 99: 12,000.00 VNĐ
2025-08-21 11:48:58,924 - INFO - Item 100: 6,000.00 VNĐ
2025-08-21 11:48:58,924 - INFO - Item 100: 10,800.00 VNĐ
2025-08-21 11:48:58,924 - INFO - Item 100: 6,000.00 VNĐ
2025-08-21 11:48:58,924 - INFO - Item 101: 6,000.00 VNĐ
2025-08-21 11:48:58,924 - INFO - Item 102: 6,000.00 VNĐ
2025-08-21 11:48:58,924 - INFO - Item 102: 6,000.00 VNĐ
2025-08-21 11:48:58,924 - INFO - Item 102: 6,000.00 VNĐ
2025-08-21 11:48:58,924 - INFO - Item 103: 12,000.00 VNĐ
2025-08-21 11:48:58,924 - INFO - Item 103: 12,000.00 VNĐ
2025-08-21 11:48:58,925 - INFO - Item 104: 10,800.00 VNĐ
2025-08-21 11:48:58,925 - INFO - Item 104: 6,000.00 VNĐ
2025-08-21 11:48:58,925 - INFO - Item 104: 6,000.00 VNĐ
2025-08-21 11:48:58,925 - INFO - Item 105: 6,000.00 VNĐ
2025-08-21 11:48:58,925 - INFO - Item 106: 12,000.00 VNĐ
2025-08-21 11:48:58,925 - INFO - Item 106: 12,000.00 VNĐ
2025-08-21 11:48:58,925 - INFO - Item 106: 12,000.00 VNĐ
2025-08-21 11:48:58,925 - INFO - Item 107: 6,000.00 VNĐ
2025-08-21 11:48:58,925 - INFO - Item 108: 6,000.00 VNĐ
2025-08-21 11:48:58,925 - INFO - Item 108: 6,000.00 VNĐ
2025-08-21 11:48:58,925 - INFO - Item 108: 6,000.00 VNĐ
2025-08-21 11:49:01,767 - INFO - Item 109: 12,000.00 VNĐ
2025-08-21 11:49:01,767 - INFO - Item 109: 12,000.00 VNĐ
2025-08-21 11:49:01,767 - INFO - Item 109: 12,000.00 VNĐ
2025-08-21 11:49:01,767 - INFO - Item 110: 10,800.00 VNĐ
2025-08-21 11:49:01,767 - INFO - Item 110: 6,000.00 VNĐ
2025-08-21 11:49:01,768 - INFO - Item 110: 6,000.00 VNĐ
2025-08-21 11:49:01,768 - INFO - Item 111: 12,000.00 VNĐ
2025-08-21 11:49:01,768 - INFO - Item 111: 12,000.00 VNĐ
2025-08-21 11:49:01,768 - INFO - Item 111: 12,000.00 VNĐ
2025-08-21 11:49:01,768 - INFO - Item 112: 6,000.00 VNĐ
2025-08-21 11:49:01,768 - INFO - Item 112: 10,800.00 VNĐ
2025-08-21 11:49:01,768 - INFO - Item 112: 10,800.00 VNĐ
2025-08-21 11:49:01,768 - INFO - Item 113: 6,000.00 VNĐ
2025-08-21 11:49:01,768 - INFO - Item 113: 10,800.00 VNĐ
2025-08-21 11:49:01,769 - INFO - Item 113: 6,000.00 VNĐ
2025-08-21 11:49:01,769 - INFO - Item 114: 6,000.00 VNĐ
2025-08-21 11:49:01,769 - INFO - Item 115: 6,000.00 VNĐ
2025-08-21 11:49:01,769 - INFO - Item 116: 12,000.00 VNĐ
2025-08-21 11:49:01,769 - INFO - Item 116: 12,000.00 VNĐ
2025-08-21 11:49:01,769 - INFO - Item 116: 12,000.00 VNĐ
2025-08-21 11:49:01,769 - INFO - Item 117: 6,000.00 VNĐ
2025-08-21 11:49:01,769 - INFO - Item 118: 6,000.00 VNĐ
2025-08-21 11:49:01,769 - INFO - Item 119: 6,000.00 VNĐ
2025-08-21 11:49:01,769 - INFO - Item 120: 7,500.00 VNĐ
2025-08-21 11:49:01,769 - INFO - Item 120: 7,500.00 VNĐ
2025-08-21 11:49:01,769 - INFO - Item 120: 13,500.00 VNĐ
2025-08-21 11:49:01,769 - INFO - Item 121: 7,500.00 VNĐ
2025-08-21 11:49:01,769 - INFO - Item 122: 3,000.00 VNĐ
2025-08-21 11:49:01,769 - INFO - Item 122: 3,000.00 VNĐ
2025-08-21 11:49:01,770 - INFO - Item 122: 3,000.00 VNĐ
2025-08-21 11:49:01,770 - INFO - Item 123: 6,000.00 VNĐ
2025-08-21 11:49:01,770 - INFO - Item 123: 6,000.00 VNĐ
2025-08-21 11:49:01,770 - INFO - Item 123: 6,000.00 VNĐ
2025-08-21 11:49:01,770 - INFO - Item 124: 60,000.00 VNĐ
2025-08-21 11:49:01,770 - INFO - Item 125: 27,000.00 VNĐ
2025-08-21 11:49:01,770 - INFO - Item 125: 15,000.00 VNĐ
2025-08-21 11:49:01,770 - INFO - Item 125: 27,000.00 VNĐ
2025-08-21 11:49:01,770 - INFO - Item 126: 15,000.00 VNĐ
2025-08-21 11:49:01,770 - INFO - Item 126: 15,000.00 VNĐ
2025-08-21 11:49:01,770 - INFO - Item 126: 27,000.00 VNĐ
2025-08-21 11:49:01,770 - INFO - Item 127: 15,000.00 VNĐ
2025-08-21 11:49:01,770 - INFO - Item 128: 15,000.00 VNĐ
2025-08-21 11:49:01,770 - INFO - Item 129: 15,000.00 VNĐ
2025-08-21 11:49:01,770 - INFO - Item 130: 15,000.00 VNĐ
2025-08-21 11:49:01,770 - INFO - Item 131: 15,000.00 VNĐ
2025-08-21 11:49:01,770 - INFO - Item 132: 15,000.00 VNĐ
2025-08-21 11:49:01,770 - INFO - Item 133: 15,000.00 VNĐ
2025-08-21 11:49:01,770 - INFO - Item 133: 15,000.00 VNĐ
2025-08-21 11:49:01,770 - INFO - Item 133: 15,000.00 VNĐ
2025-08-21 11:49:01,770 - INFO - Item 134: 3,000.00 VNĐ
2025-08-21 11:49:01,770 - INFO - Item 134: 5,400.00 VNĐ
2025-08-21 11:49:01,770 - INFO - Item 134: 3,000.00 VNĐ
2025-08-21 11:49:01,771 - INFO - Item 135: 60,000.00 VNĐ
2025-08-21 11:49:01,771 - INFO - Item 136: 60,000.00 VNĐ
2025-08-21 11:49:01,771 - INFO - Item 136: 60,000.00 VNĐ
2025-08-21 11:49:01,771 - INFO - Item 136: 60,000.00 VNĐ
2025-08-21 11:49:01,771 - INFO - Item 137: 78,000.00 VNĐ
2025-08-21 11:49:01,771 - INFO - Item 137: 60,000.00 VNĐ
2025-08-21 11:49:01,771 - INFO - Item 137: 60,000.00 VNĐ
2025-08-21 11:49:01,771 - INFO - Item 138: 60,000.00 VNĐ
2025-08-21 11:49:01,771 - INFO - Item 138: 108,000.00 VNĐ
2025-08-21 11:49:01,771 - INFO - Item 139: 60,000.00 VNĐ
2025-08-21 11:49:01,771 - INFO - Item 140: 60,000.00 VNĐ
2025-08-21 11:49:01,771 - INFO - Item 141: 60,000.00 VNĐ
2025-08-21 11:49:01,771 - INFO - Item 141: 60,000.00 VNĐ
2025-08-21 11:49:01,771 - INFO - Item 142: 12,000.00 VNĐ
2025-08-21 11:49:01,771 - INFO - Item 143: 12,000.00 VNĐ
2025-08-21 11:49:01,771 - INFO - Item 143: 27,000.00 VNĐ
2025-08-21 11:49:01,771 - INFO - Item 143: 15,000.00 VNĐ
2025-08-21 11:49:01,771 - INFO - Item 144: 12,000.00 VNĐ
2025-08-21 11:49:01,771 - INFO - Item 145: 27,000.00 VNĐ
2025-08-21 11:49:01,771 - INFO - Item 145: 12,000.00 VNĐ
2025-08-21 11:49:01,772 - INFO - Item 146: 48,000.00 VNĐ
2025-08-21 11:49:01,772 - INFO - Item 146: 108,000.00 VNĐ
2025-08-21 11:49:01,772 - INFO - Item 146: 60,000.00 VNĐ
2025-08-21 11:49:01,772 - INFO - Item 147: 12,000.00 VNĐ
2025-08-21 11:49:01,772 - INFO - Item 147: 15,000.00 VNĐ
2025-08-21 11:49:01,772 - INFO - Item 147: 15,000.00 VNĐ
2025-08-21 11:49:01,772 - INFO - Item 148: 750,000.00 VNĐ
2025-08-21 11:49:01,772 - INFO - Item 148: 600,000.00 VNĐ
2025-08-21 11:49:01,772 - INFO - Item 148: 1,350,000.00 VNĐ
2025-08-21 11:49:01,772 - INFO - Item 149: 600,000.00 VNĐ
2025-08-21 11:49:01,772 - INFO - Item 149: 1,350,000.00 VNĐ
2025-08-21 11:49:01,772 - INFO - Item 150: 30,000.00 VNĐ
2025-08-21 11:49:01,773 - INFO - Item 150: 24,000.00 VNĐ
2025-08-21 11:49:01,773 - INFO - Item 150: 30,000.00 VNĐ
2025-08-21 11:49:01,773 - INFO - Item 151: 6,000.00 VNĐ
2025-08-21 11:49:01,773 - INFO - Item 151: 6,000.00 VNĐ
2025-08-21 11:49:01,773 - INFO - Item 151: 4,800.00 VNĐ
2025-08-21 11:49:01,773 - INFO - Item 152: 24,000.00 VNĐ
2025-08-21 11:49:01,773 - INFO - Item 153: 4,800.00 VNĐ
2025-08-21 11:49:01,773 - INFO - Item 154: 24,000.00 VNĐ
2025-08-21 11:49:01,773 - INFO - Item 155: 4,800.00 VNĐ
2025-08-21 11:49:01,773 - INFO - Item 155: 6,000.00 VNĐ
2025-08-21 11:49:01,773 - INFO - Item 155: 10,800.00 VNĐ
2025-08-21 11:49:01,773 - INFO - Item 156: 24,000.00 VNĐ
2025-08-21 11:49:01,773 - INFO - Item 156: 30,000.00 VNĐ
2025-08-21 11:49:01,773 - INFO - Item 156: 54,000.00 VNĐ
2025-08-21 11:49:01,773 - INFO - Item 157: 36,000.00 VNĐ
2025-08-21 11:49:01,773 - INFO - Item 157: 81,000.00 VNĐ
2025-08-21 11:49:05,930 - INFO - Item 158: 6,000.00 VNĐ
2025-08-21 11:49:05,931 - INFO - Item 158: 10,800.00 VNĐ
2025-08-21 11:49:05,931 - INFO - Item 158: 4,800.00 VNĐ
2025-08-21 11:49:05,931 - INFO - Item 159: 6,000.00 VNĐ
2025-08-21 11:49:05,931 - INFO - Item 159: 10,800.00 VNĐ
2025-08-21 11:49:05,931 - INFO - Item 159: 4,800.00 VNĐ
2025-08-21 11:49:05,931 - INFO - Item 160: 36,000.00 VNĐ
2025-08-21 11:49:05,931 - INFO - Item 161: 6,000.00 VNĐ
2025-08-21 11:49:05,931 - INFO - Item 161: 4,800.00 VNĐ
2025-08-21 11:49:05,932 - INFO - Item 161: 6,000.00 VNĐ
2025-08-21 11:49:05,932 - INFO - Item 162: 54,000.00 VNĐ
2025-08-21 11:49:05,932 - INFO - Item 162: 24,000.00 VNĐ
2025-08-21 11:49:05,932 - INFO - Item 163: 6,000.00 VNĐ
2025-08-21 11:49:05,932 - INFO - Item 163: 6,000.00 VNĐ
2025-08-21 11:49:05,932 - INFO - Item 163: 4,800.00 VNĐ
2025-08-21 11:49:05,932 - INFO - Item 164: 24,000.00 VNĐ
2025-08-21 11:49:05,933 - INFO - Item 165: 36,000.00 VNĐ
2025-08-21 11:49:05,933 - INFO - Item 165: 45,000.00 VNĐ
2025-08-21 11:49:05,933 - INFO - Item 166: 4,800.00 VNĐ
2025-08-21 11:49:05,933 - INFO - Item 167: 54,000.00 VNĐ
2025-08-21 11:49:05,933 - INFO - Item 167: 30,000.00 VNĐ
2025-08-21 11:49:05,933 - INFO - Item 167: 24,000.00 VNĐ
2025-08-21 11:49:05,934 - INFO - Item 168: 4,800.00 VNĐ
2025-08-21 11:49:05,934 - INFO - Item 169: 24,000.00 VNĐ
2025-08-21 11:49:05,934 - INFO - Item 170: 6,000.00 VNĐ
2025-08-21 11:49:05,935 - INFO - Item 170: 6,000.00 VNĐ
2025-08-21 11:49:05,935 - INFO - Item 170: 4,800.00 VNĐ
2025-08-21 11:49:05,935 - INFO - Item 171: 54,000.00 VNĐ
2025-08-21 11:49:05,935 - INFO - Item 171: 30,000.00 VNĐ
2025-08-21 11:49:05,936 - INFO - Item 171: 24,000.00 VNĐ
2025-08-21 11:49:05,936 - INFO - Item 172: 24,000.00 VNĐ
2025-08-21 11:49:05,936 - INFO - Item 173: 24,000.00 VNĐ
2025-08-21 11:49:05,936 - INFO - Item 174: 4,800.00 VNĐ
2025-08-21 11:49:05,937 - INFO - Item 175: 4,800.00 VNĐ
2025-08-21 11:49:05,937 - INFO - Item 176: 24,000.00 VNĐ
2025-08-21 11:49:05,937 - INFO - Item 177: 45,000.00 VNĐ
2025-08-21 11:49:05,938 - INFO - Item 177: 45,000.00 VNĐ
2025-08-21 11:49:05,938 - INFO - Item 177: 36,000.00 VNĐ
2025-08-21 11:49:05,938 - INFO - Item 178: 4,800.00 VNĐ
2025-08-21 11:49:05,938 - INFO - Item 179: 2,700,000.00 VNĐ
2025-08-21 11:49:05,938 - INFO - Item 179: 1,200,000.00 VNĐ
2025-08-21 11:49:05,938 - INFO - Item 179: 1,500,000.00 VNĐ
2025-08-21 11:49:05,938 - INFO - Item 180: 3,000.00 VNĐ
2025-08-21 11:49:05,938 - INFO - Item 180: 2,400.00 VNĐ
2025-08-21 11:49:05,938 - INFO - Item 181: 48,000.00 VNĐ
2025-08-21 11:49:05,939 - INFO - Item 181: 108,000.00 VNĐ
2025-08-21 11:49:05,939 - INFO - Item 181: 60,000.00 VNĐ
2025-08-21 11:49:05,939 - INFO - Item 182: 9,000.00 VNĐ
2025-08-21 11:49:05,939 - INFO - Item 182: 16,200.00 VNĐ
2025-08-21 11:49:05,939 - INFO - Item 182: 7,200.00 VNĐ
